Rk,Player,PlayerID,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA,Season
129,Ahmed Elmohamady,Ahmed-Elmohamady,EGY,DF,Aston Villa,31,1987,18,11,1031,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.6,0.02,0.22,0.24,0.02,0.24,2019/2020
130,Björn Engels,Bjorn-Engels,BEL,DF,Aston Villa,24,1994,17,15,1447,1,0,0,0,1,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0,0.05,0.05,0.05,2019/2020
131,Christian Eriksen,Christian-Eriksen,DEN,MFFW,Tottenham,27,1992,20,10,1097,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,2,0.16,0.16,0.32,0.16,0.32,2019/2020
132,Jonny Evans,Jonny-Evans,NIR,DF,Leicester City,31,1988,38,38,3383,1,1,0,0,8,1,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,0.07,0.02,0.09,0.07,0.09,2019/2020
133,Łukasz Fabiański,Lukasz-Fabianski,POL,GK,West Ham,34,1985,25,25,2117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
134,Fabinho,Fabinho,BRA,MF,Liverpool,25,1993,28,22,2079,2,3,0,0,6,0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,0.02,0.08,0.09,0.02,0.09,2019/2020
135,Ralf Fährmann,Ralf-Fahrmann,GER,GK,Norwich City,30,1988,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
136,Akin Famewo,Akin-Famewo,ENG,MF,Norwich City,20,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
137,Kiko Femenía,Kiko-Femenia,ESP,DF,Watford,28,1991,28,26,2237,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,1.5,0,0.06,0.07,0,0.07,2019/2020
138,Bruno Fernandes,Bruno-Fernandes,POR,MF,Manchester Utd,24,1994,14,14,1186,8,7,4,4,2,0,0.61,0.53,1.14,0.3,0.83,5.8,2.8,2.5,0.44,0.19,0.63,0.21,0.4,2019/2020
139,Gedson Fernandes,Gedson-Fernandes,POR,MFDF,Tottenham,20,1999,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.07,0.22,0.29,0.07,0.29,2019/2020
140,Federico Fernández,Federico-Fernandez,ARG,DF,Newcastle Utd,30,1989,32,29,2620,2,2,0,0,8,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.3,0.06,0.01,0.07,0.06,0.07,2019/2020
141,Fernandinho,Fernandinho,BRA,DF,Manchester City,34,1985,30,26,2397,0,1,0,0,9,2,0,0.04,0.04,0,0.04,1.1,1.1,0.5,0.04,0.02,0.06,0.04,0.06,2019/2020
142,Roberto Firmino,Roberto-Firmino,BRA,FW,Liverpool,27,1991,38,34,2988,9,8,0,0,0,0,0.27,0.24,0.51,0.27,0.51,13.5,13.5,6.3,0.41,0.19,0.59,0.41,0.59,2019/2020
143,John Fleck,John-Fleck,SCO,MF,Sheffield Utd,27,1991,30,28,2516,5,2,0,0,8,0,0.18,0.07,0.25,0.18,0.25,3.6,3.6,3.3,0.13,0.12,0.24,0.13,0.24,2019/2020
144,Phil Foden,Phil-Foden,ENG,FWMF,Manchester City,19,2000,23,9,901,5,2,0,0,0,0,0.5,0.2,0.7,0.5,0.7,4.3,4.3,2,0.43,0.2,0.63,0.43,0.63,2019/2020
145,Pablo Fornals,Pablo-Fornals,ESP,MFFW,West Ham,23,1996,36,24,2172,2,5,0,0,3,0,0.08,0.21,0.29,0.08,0.29,2.9,2.9,2.2,0.12,0.09,0.21,0.12,0.21,2019/2020
146,Ben Foster,Ben-Foster,ENG,GK,Watford,36,1983,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,2019/2020
147,Timothy Fosu-Mensah,Timothy-Fosu-Mensah,NED,DF,Manchester Utd,21,1998,3,2,136,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.08,0.13,0.04,0.13,2019/2020
148,Dimitri Foulquier,Dimitri-Foulquier,FRA,MFDF,Watford,26,1993,3,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,2019/2020
149,Juan Foyth,Juan-Foyth,ARG,DF,Tottenham,21,1998,4,1,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,2019/2020
150,Simon Francis,Simon-Francis,ENG,DF,Bournemouth,34,1985,15,10,969,0,0,0,0,5,1,0,0,0,0,0,0.2,0.2,0.3,0.02,0.03,0.04,0.02,0.04,2019/2020
151,Ryan Fraser,Ryan-Fraser,SCO,MFFW,Bournemouth,25,1994,28,21,2067,1,4,0,0,2,0,0.04,0.17,0.22,0.04,0.22,3.3,3.3,4.1,0.14,0.18,0.32,0.14,0.32,2019/2020
152,Fred,Fred,BRA,MF,Manchester Utd,26,1993,29,23,2163,0,0,0,0,8,0,0,0,0,0,0,2,2,2.5,0.08,0.1,0.18,0.08,0.18,2019/2020
153,Ryan Fredericks,Ryan-Fredericks,ENG,DF,West Ham,26,1992,27,25,2237,0,3,0,0,7,0,0,0.12,0.12,0,0.12,0.1,0.1,2.6,0.01,0.1,0.11,0.01,0.11,2019/2020
154,Kieron Freeman,Kieron-Freeman,WAL,FW,Sheffield Utd,27,1992,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
155,Luke Freeman,Luke-Freeman,ENG,MF,Sheffield Utd,27,1992,11,3,366,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.02,0.07,0.09,0.02,0.09,2019/2020
156,Christian Fuchs,Christian-Fuchs,AUT,DF,Leicester City,33,1986,11,8,772,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,2019/2020
157,Eric García,Eric-Garcia,ESP,DF,Manchester City,18,2001,13,8,793,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.1,0.06,0.02,0.08,0.06,0.08,2019/2020
158,James Garner,James-Garner,ENG,MF,Manchester Utd,18,2001,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
159,Dwight Gayle,Dwight-Gayle,ENG,FW,Newcastle Utd,28,1990,20,10,850,4,2,0,0,2,0,0.42,0.21,0.64,0.42,0.64,4.4,4.4,0.8,0.47,0.09,0.56,0.47,0.56,2019/2020
160,Paulo Gazzaniga,Paulo-Gazzaniga,ARG,GK,Tottenham,27,1992,18,17,1613,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.02,0.02,0,0.02,2019/2020
161,Jean-Philippe Gbamin,Jean-Philippe-Gbamin,CIV,MF,Everton,23,1995,2,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
162,David de Gea,David-de-Gea,ESP,GK,Manchester Utd,28,1990,38,38,3420,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
163,Anwar El Ghazi,Anwar-El-Ghazi,NED,FWMF,Aston Villa,24,1995,34,26,2051,4,4,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6,5.2,2.8,0.26,0.12,0.39,0.23,0.35,2019/2020
164,Morgan Gibbs-White,Morgan-Gibbs-White,ENG,MFFW,Wolves,19,2000,7,1,129,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.07,0.12,0.04,0.12,2019/2020
165,Billy Gilmour,Billy-Gilmour,SCO,MF,Chelsea,18,2001,6,2,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.07,0.08,0.01,0.08,2019/2020
166,Olivier Giroud,Olivier-Giroud,FRA,FW,Chelsea,32,1986,18,12,993,8,0,0,0,1,0,0.73,0,0.73,0.73,0.73,6.7,6.7,1.2,0.6,0.11,0.71,0.6,0.71,2019/2020
167,Ben Godfrey,Ben-Godfrey,ENG,DF,Norwich City,21,1998,30,30,2644,0,0,0,0,3,1,0,0,0,0,0,0.8,0.8,0.1,0.03,0,0.03,0.03,0.03,2019/2020
168,André Gomes,Andre-Gomes,POR,MF,Everton,26,1993,19,17,1458,0,1,0,0,6,0,0,0.06,0.06,0,0.06,0.2,0.2,0.9,0.01,0.05,0.07,0.01,0.07,2019/2020
169,Angel Gomes,Angel-Gomes,ENG,MF,Manchester Utd,18,2000,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.63,0.63,0,0.63,2019/2020
170,Joe Gomez,Joe-Gomez,ENG,DF,Liverpool,22,1997,28,22,2004,0,0,0,0,7,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01,2019/2020
171,Anthony Gordon,Anthony-Gordon,ENG,MFFW,Everton,18,2001,11,4,440,0,1,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.2,0.4,0.05,0.07,0.12,0.05,0.12,2019/2020
172,Dan Gosling,Dan-Gosling,ENG,MF,Bournemouth,29,1990,24,14,1264,3,1,0,0,3,0,0.21,0.07,0.28,0.21,0.28,2.1,2.1,1,0.15,0.07,0.22,0.15,0.22,2019/2020
173,Andre Gray,Andre-Gray,ENG,FW,Watford,28,1991,23,7,755,2,0,0,0,1,0,0.24,0,0.24,0.24,0.24,2.8,2.8,1.4,0.33,0.17,0.5,0.33,0.5,2019/2020
174,Demarai Gray,Demarai-Gray,ENG,MFFW,Leicester City,23,1996,21,3,622,2,3,0,1,1,0,0.29,0.43,0.72,0.29,0.72,2.5,1.7,1.7,0.36,0.24,0.6,0.25,0.49,2019/2020
175,Jack Grealish,Jack-Grealish,ENG,FWMF,Aston Villa,23,1995,36,36,3233,8,6,0,1,8,0,0.22,0.17,0.39,0.22,0.39,6.5,5.7,7,0.18,0.19,0.37,0.16,0.35,2019/2020
176,Mason Greenwood,Mason-Greenwood,ENG,FW,Manchester Utd,17,2001,31,12,1320,10,1,0,0,0,0,0.68,0.07,0.75,0.68,0.75,3.6,3.6,0.7,0.25,0.05,0.3,0.25,0.3,2019/2020
177,Arnaut Groeneveld,Arnaut-Groeneveld,NED,MF,Bournemouth,22,1997,14,6,630,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.14,0.03,0.18,0.14,0.18,2019/2020
178,Pascal Groß,Pascal-Gross,GER,FWMF,Brighton,28,1991,29,22,1796,2,4,0,0,4,0,0.1,0.2,0.3,0.1,0.3,1.9,1.9,5.2,0.09,0.26,0.36,0.09,0.36,2019/2020
179,Vicente Guaita,Vicente-Guaita,ESP,GK,Crystal Palace,32,1987,35,35,3150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
180,Mattéo Guendouzi,Matteo-Guendouzi,FRA,MF,Arsenal,20,1999,24,19,1748,0,1,0,0,6,0,0,0.05,0.05,0,0.05,0.6,0.6,1.2,0.03,0.06,0.1,0.03,0.1,2019/2020
181,Frederic Guilbert,Frederic-Guilbert,FRA,DF,Aston Villa,24,1994,25,22,2041,0,2,0,0,7,0,0,0.09,0.09,0,0.09,0.4,0.4,1.5,0.02,0.06,0.08,0.02,0.08,2019/2020
182,İlkay Gündoğan,Ilkay-Gundogan,GER,MF,Manchester City,28,1990,31,21,2020,2,1,1,2,7,0,0.09,0.04,0.13,0.04,0.09,4.4,2.9,2.7,0.2,0.12,0.32,0.13,0.25,2019/2020
183,Angus Gunn,Angus-Gunn,ENG,GK,Southampton,23,1996,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
184,Sébastien Haller,Sebastien-Haller,CIV,FW,West Ham,25,1994,32,24,2266,7,1,0,0,1,0,0.28,0.04,0.32,0.28,0.32,7.7,7.7,1.9,0.31,0.08,0.38,0.31,0.38,2019/2020
185,Grant Hanley,Grant-Hanley,SCO,DF,Norwich City,27,1991,15,14,1262,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0,0.03,0,0.04,0.03,0.04,2019/2020
186,Kortney Hause,Kortney-Hause,ENG,DF,Aston Villa,24,1995,18,17,1545,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,2.1,2.1,0.2,0.12,0.01,0.13,0.12,0.13,2019/2020
187,Isaac Hayden,Isaac-Hayden,ENG,MF,Newcastle Utd,24,1995,29,26,2223,1,2,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,1.6,0.05,0.06,0.11,0.05,0.11,2019/2020
188,Tom Heaton,Tom-Heaton,ENG,GK,Aston Villa,33,1986,20,20,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
189,Dean Henderson,Dean-Henderson,ENG,GK,Sheffield Utd,22,1997,36,36,3240,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,2019/2020
190,Jordan Henderson,Jordan-Henderson,ENG,MF,Liverpool,29,1990,30,26,2238,4,5,0,0,2,0,0.16,0.2,0.36,0.16,0.36,1.4,1.4,2.8,0.06,0.11,0.17,0.06,0.17,2019/2020
191,Jeff Hendrick,Jeff-Hendrick,IRL,MF,Burnley,27,1992,24,22,1931,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,1.5,1.5,0.7,0.07,0.03,0.11,0.07,0.11,2019/2020
192,Wayne Hennessey,Wayne-Hennessey,WAL,GK,Crystal Palace,32,1987,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
193,Javier Hernández,Javier-Hernandez,MEX,FW,West Ham,31,1988,2,1,107,1,0,0,0,0,0,0.84,0,0.84,0.84,0.84,0.8,0.8,0,0.68,0,0.68,0.68,0.68,2019/2020
194,Onel Hernández,Onel-Hernandez,CUB,FWMF,Norwich City,26,1993,26,14,1384,1,2,0,0,0,0,0.07,0.13,0.2,0.07,0.2,2.5,2.5,0.9,0.16,0.06,0.22,0.16,0.22,2019/2020
195,Son Heung-min,Son-Heung-min,KOR,FWMF,Tottenham,27,1992,30,28,2476,11,10,0,1,0,2,0.4,0.36,0.76,0.4,0.76,8.9,8,7,0.32,0.25,0.58,0.29,0.55,2019/2020
196,George Hirst,George-Hirst,ENG,FW,Leicester City,20,1999,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.96,0,0.96,0.96,0.96,2019/2020
197,Rob Holding,Rob-Holding,ENG,DF,Arsenal,23,1995,8,6,581,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,2019/2020
198,José Holebas,Jose-Holebas,GRE,DF,Watford,35,1984,14,11,1025,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.8,0.04,0.07,0.11,0.04,0.11,2019/2020
199,Mason Holgate,Mason-Holgate,ENG,DF,Everton,22,1996,27,24,2054,0,3,0,0,5,0,0,0.13,0.13,0,0.13,2.2,2.2,0.5,0.1,0.02,0.12,0.1,0.12,2019/2020
200,Nathan Holland,Nathan-Holland,ENG,MF,West Ham,21,1998,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13,2019/2020
201,Conor Hourihane,Conor-Hourihane,IRL,MF,Aston Villa,28,1991,27,18,1534,3,5,0,0,4,0,0.18,0.29,0.47,0.18,0.47,1.6,1.6,5.1,0.09,0.3,0.39,0.09,0.39,2019/2020
202,Callum Hudson-Odoi,Callum-Hudson-Odoi,ENG,FW,Chelsea,18,2000,22,7,863,1,5,0,0,1,0,0.1,0.52,0.63,0.1,0.63,1.7,1.7,2.7,0.18,0.28,0.45,0.18,0.45,2019/2020
203,Will Hughes,Will-Hughes,ENG,MFFW,Watford,24,1995,30,27,2252,1,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,1.2,0.1,0.05,0.15,0.1,0.15,2019/2020
204,Pierre Højbjerg,Pierre-Hojbjerg,DEN,MF,Southampton,23,1995,33,30,2752,0,1,0,0,5,0,0,0.03,0.03,0,0.03,2.7,2.7,2.1,0.09,0.07,0.16,0.09,0.16,2019/2020
205,Jordon Ibe,Jordon-Ibe,ENG,DF,Bournemouth,23,1995,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
206,Adam Idah,Adam-Idah,IRL,FWMF,Norwich City,18,2001,12,1,228,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,0.4,0.02,0.42,0.4,0.42,2019/2020
207,Odion Ighalo,Odion-Ighalo,NGA,FW,Manchester Utd,30,1989,11,0,101,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.1,1.35,0.13,1.48,1.35,1.48,2019/2020
208,Kelechi Iheanacho,Kelechi-Iheanacho,NGA,FW,Leicester City,22,1996,20,12,960,5,3,0,0,1,0,0.47,0.28,0.75,0.47,0.75,4.8,4.8,2.4,0.45,0.23,0.67,0.45,0.67,2019/2020
209,Danny Ings,Danny-Ings,ENG,FW,Southampton,27,1992,38,32,2804,22,2,1,2,3,0,0.71,0.06,0.77,0.67,0.74,16.7,15.2,2.7,0.54,0.09,0.62,0.49,0.58,2019/2020
210,Alex Iwobi,Alex-Iwobi,NGA,MFFW,Everton,23,1996,25,19,1596,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,2.4,2.4,2.3,0.13,0.13,0.26,0.13,0.26,2019/2020
211,Phil Jagielka,Phil-Jagielka,ENG,DF,Sheffield Utd,36,1982,6,2,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
212,Alireza Jahanbakhsh,Alireza-Jahanbakhsh,IRN,FWMF,Brighton,25,1993,10,3,311,2,0,0,0,0,0,0.58,0,0.58,0.58,0.58,0.5,0.5,0,0.15,0.01,0.16,0.15,0.16,2019/2020
213,Daniel James,Daniel-James,WAL,FW,Manchester Utd,21,1997,33,26,2287,3,6,0,0,4,0,0.12,0.24,0.35,0.12,0.35,3.6,3.6,4,0.14,0.16,0.3,0.14,0.3,2019/2020
214,Matty James,Matty-James,ENG,MF,Leicester City,28,1991,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
215,Reece James,Reece-James,ENG,DF,Chelsea,19,1999,24,16,1515,0,2,0,0,1,0,0,0.12,0.12,0,0.12,0.7,0.7,3.2,0.04,0.19,0.24,0.04,0.24,2019/2020
216,Daryl Janmaat,Daryl-Janmaat,NED,DF,Watford,30,1989,8,7,607,0,1,0,0,1,0,0,0.15,0.15,0,0.15,0.3,0.3,0.4,0.04,0.07,0.11,0.04,0.11,2019/2020
217,Gabriel Jesus,Gabriel-Jesus,BRA,FW,Manchester City,22,1997,34,21,2030,14,7,0,1,3,0,0.62,0.31,0.93,0.62,0.93,18.5,17.7,3.8,0.82,0.17,0.99,0.79,0.95,2019/2020
218,Raúl Jiménez,Raul-Jimenez,MEX,FW,Wolves,28,1991,38,37,3236,17,6,4,4,3,0,0.47,0.17,0.64,0.36,0.53,14.7,11.7,5.6,0.41,0.15,0.56,0.33,0.48,2019/2020
219,Joelinton,Joelinton,BRA,FW,Newcastle Utd,22,1996,38,32,2683,2,2,0,0,7,0,0.07,0.07,0.13,0.07,0.13,4.8,4.8,2.4,0.16,0.08,0.24,0.16,0.24,2019/2020
220,Ben Johnson,Ben-Johnson,ENG,DF,West Ham,19,2000,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0.06,0,0.06,2019/2020
